molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242490>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82424e0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242530>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242580>,CCCCCCCC(C)C(C)C(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82425d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242620>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242670>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82426c0>,CCCCCCCCC(CCCC)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242710>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242760>,CCCCCCCCCCCCCCCCCCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82427b0>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242800>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242850>,CCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82428a0>,CCCCCCCCCCC(C)C(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82428f0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242940>,CCCCCCCCC(C)CCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242990>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82429e0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242a30>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242a80>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242ad0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242b20>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242b70>,CCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242bc0>,CCCCCCCCCC(C)CCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242c10>,CCCCCCCCC(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242c60>,CCCCCC(C)C(C)C(C)CCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242cb0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242d00>,CCCCCCCCCCCCC(CC)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242d50>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242da0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242df0>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242e40>,CCCCCCCCCCCCCCCC(C)CC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242e90>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242ee0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242f30>,CCCCCCCCCCCC(C)CCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242f80>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243030>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243080>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82430d0>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243120>,CCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243170>,CCCCCCCC(C)CCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82431c0>,CCCCCCCCCC(C)C(C)CC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243210>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243260>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82432b0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243300>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243350>,CCCCCCCCCCC(CCC)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82433a0>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82433f0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243440>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243490>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82434e0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243530>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243580>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82435d0>,CCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243620>,CCCCCCCCCCCCCCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243670>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82436c0>,CCCCCCC(C)C(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243710>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243760>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82437b0>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243800>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243850>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82438a0>,CCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82438f0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243940>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243990>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82439e0>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243a30>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243a80>,CCCCCCC(C)CCCC(C)CCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243ad0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243b20>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243b70>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243bc0>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243c10>,CCCCCCCCCCCCC(C)CCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243c60>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243cb0>,CCCCCCCCCC(C)CCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243d00>,CCCCCC(C)C(C)CCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243d50>,CCCCCCCC(C)CCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243da0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243df0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243e40>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243e90>,CCCCCCCCCCCC(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243ee0>,CCCCCCCCCCC(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243f30>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8243f80>,CCCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244030>,CCCCCCCCCC(C)C(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244080>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82440d0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244120>,CCCCCCCCC(C)C(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244170>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82441c0>,CCCCCC(C)CCCC(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244210>,CCCCCCCCCCC(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244260>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82442b0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244300>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244350>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82443a0>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82443f0>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244440>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244490>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82444e0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244530>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244580>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82445d0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244620>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244670>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82446c0>,CCCCCC(C)CCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244710>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244760>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82447b0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244800>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244850>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82448a0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82448f0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244940>,CCCCCCCCC(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244990>,CCCCCCCCCCCC(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82449e0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244a30>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244a80>,CCCCCCCCCCCCCCCCCCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244ad0>,CCCCCCCCCC(CC)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244b20>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244b70>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244bc0>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244c10>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244c60>,CCCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244cb0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244d00>,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244d50>,CCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244da0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244df0>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244e40>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244e90>,CCCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244ee0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244f30>,CCCC(C)CCCCCCC(C)CCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8244f80>,CCCCCCC(C)CCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245030>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245080>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82450d0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245120>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245170>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82451c0>,CCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245210>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245260>,CCCCCCCCCCCCCC(C)C(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82452b0>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245300>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245350>,CCCCCCC(C)CCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82453a0>,CCCCCCCCCCC(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82453f0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245440>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245490>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82454e0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245530>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245580>,CCCCCCCCCCCCC(C)CCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82455d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245620>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245670>,CCCCCCCC(C)CCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82456c0>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245710>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245760>,CCCCCCCCCC(C)CC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82457b0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245800>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245850>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82458a0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82458f0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241bc0>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245990>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82459e0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245a30>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245a80>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245ad0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245b20>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245b70>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245bc0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245c10>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245c60>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245cb0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245d00>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245d50>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245da0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245df0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245e40>,CCCCCCCCCCCCCCC(C)CC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245e90>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245ee0>,CCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245f30>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8245f80>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246030>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246080>,CCCCCCC(C)C(C)C(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82460d0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246120>,CCCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246170>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82461c0>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246210>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246260>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82462b0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246300>,CCCCCCCCCCC(C)CCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8246350>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
